id,Age,Gender,Reviews_Read,Price,Discount,Category,Items_In_Cart,Time_of_Day,Email_Interaction,Device_Type,Payment_Method,Referral_Source,Socioeconomic_Status_Score,Engagement_Score,AB_Bucket,Price_Sine,Session_ID,Day,Campaign_Period,Purchase
6592,65.0,0.0,1.0,332.908,14.0,2.0,11.0,evening,0.0,Mobile,Credit,Direct,6.62,4.04903651510823,2.0,-0.347278140306616,S0009564,32,True,0
6593,22.0,0.0,0.0,961.071,43.0,3.0,1.0,morning,1.0,Tablet,PayPal,Social_media,4.87,1.21839643907508,3.0,0.0142412962589339,S0009565,17,False,0
6594,20.0,1.0,2.0,666.768,,3.0,5.0,morning,0.0,Mobile,Bank,Social_media,4.72,2.46244000602417,4.0,-0.610304700963791,S0009566,33,True,0
6595,51.0,0.0,3.0,218.527,4.0,4.0,3.0,morning,0.0,Desktop,Cash,Email,4.95,0.273232613496032,5.0,-0.41321497283406,S0009567,50,True,1
6596,26.0,0.0,5.0,250.371,47.0,2.0,1.0,morning,0.0,Desktop,Cash,Search_engine,2.35,0.822021058185324,6.0,0.974195629589282,S0009568,20,False,1
6597,38.0,0.0,0.0,276.991,30.0,1.0,1.0,evening,1.0,Mobile,Bank,Ads,0.0,4.34476020628811,0.0,0.314162517665097,S0009569,39,True,1
6598,22.0,1.0,4.0,360.34,33.0,1.0,1.0,afternoon,1.0,Desktop,Cash,Ads,10.03,3.50250295249277,1.0,0.920490149007647,S0009570,8,False,1
6599,18.0,1.0,3.0,898.361,38.0,0.0,0.0,evening,1.0,Tablet,Bank,Search_engine,5.79,0.623452770927576,2.0,-0.349032066039539,S0009571,52,False,1
6600,,1.0,2.0,2978.26376595847,37.0,3.0,2.0,evening,1.0,Mobile,PayPal,Email,8.26,3.28336240420288,3.0,0.992130550110593,S0009572,15,False,0
6601,52.0,0.0,2.0,846.586,2.0,4.0,2.0,morning,0.0,Desktop,Bank,Ads,3.23,2.37391632007039,4.0,0.0912073170343028,S0009573,19,False,0
6602,18.0,1.0,5.0,769.934,35.0,3.0,5.0,evening,1.0,Desktop,Credit,Social_media,13.16,2.86271316147966,5.0,-0.934974099229775,S0009574,18,False,0
6603,39.0,0.0,5.0,750.372,12.0,2.0,5.0,evening,0.0,Mobile,Bank,Social_media,6.5,2.95635221109432,6.0,-0.749051229322064,S0009575,15,False,0
6604,22.0,1.0,2.0,954.402,11.0,2.0,5.0,evening,1.0,Mobile,PayPal,Ads,1.78,1.17726594682522,0.0,0.375319804199982,S0009576,62,False,0
6605,29.0,0.0,3.0,618.145,40.0,1.0,1.0,morning,1.0,Desktop,Credit,Direct,4.49,0.0,1.0,0.214451568784943,S0009577,68,False,1
6606,,1.0,2.0,452.536,29.0,1.0,7.0,afternoon,0.0,Desktop,Cash,Search_engine,0.0,2.74583660659294,,0.008147570024632,S0009579,5,False,0
6607,23.0,0.0,2.0,195.665,47.0,3.0,6.0,evening,0.0,Desktop,Credit,Search_engine,2.34,4.36458660837782,6.0,-0.992160656335249,S0009582,64,False,0
6608,28.0,0.0,3.0,686.61,8.0,0.0,1.0,afternoon,1.0,Mobile,Cash,Email,6.47,2.18688455969441,1.0,0.431259370328827,S0009584,50,True,0
6609,44.0,1.0,3.0,229.143,33.0,2.0,1.0,afternoon,0.0,Tablet,Cash,Direct,0.0,1.51652702252594,2.0,0.163064616133573,S0009585,51,False,1
6610,50.0,1.0,2.0,125.865,47.0,0.0,5.0,afternoon,0.0,Desktop,Bank,Direct,1.64,3.21656118883052,3.0,0.651313907158343,S0009586,52,False,0
6611,21.0,1.0,5.0,87.275,45.0,2.0,1.0,afternoon,0.0,Tablet,Bank,Ads,2.14,1.10303182548725,5.0,-0.990736104284171,S0009588,64,False,1
6612,28.0,0.0,10.0,295.0,10.0,3.0,6.0,morning,0.0,Desktop,Credit,Social_media,4.14,1.11609165132768,6.0,-0.629512492139705,S0009589,8,False,0
6613,31.0,0.0,3.0,639.208,18.0,4.0,,morning,1.0,Desktop,Bank,Social_media,1.12,3.76835478909156,2.0,-0.815756758122726,S0009592,40,True,1
6614,23.0,1.0,2.0,594.242,16.0,3.0,2.0,evening,1.0,Desktop,Bank,Ads,6.55,1.00868502338385,3.0,0.999642999777895,S0009593,20,False,1
6615,21.0,1.0,2.0,447.171,2.0,4.0,5.0,afternoon,1.0,Desktop,Bank,Direct,6.5,2.85610004854577,4.0,-0.285863965208841,S0009594,30,True,0
6616,34.0,1.0,2.0,692.643,2.0,4.0,0.0,morning,0.0,Tablet,Bank,Social_media,9.83,0.213320883689365,6.0,0.704028916178218,S0009596,4,False,1
6617,27.0,0.0,1.0,763.602,38.0,3.0,4.0,morning,0.0,Desktop,Bank,Direct,7.44,2.15810574551853,1.0,-0.99994132893867,S0009598,20,False,0
6618,,0.0,4.0,223.166,43.0,2.0,5.0,afternoon,1.0,Mobile,Cash,Search_engine,3.97,1.24690554185515,2.0,-0.16746668659309,S0009599,24,False,0
6619,23.0,1.0,2.0,440.639,27.0,1.0,5.0,evening,1.0,Desktop,Cash,Email,1.47,2.55852273074732,5.0,-0.60741051059877,S0009602,62,False,0
6620,25.0,0.0,2.0,46.775,19.0,4.0,2.0,morning,0.0,Mobile,Bank,Ads,3.8,2.3981973685553,6.0,0.51669099750323,S0009603,10,False,0
6621,25.0,0.0,2.0,166.873,41.0,4.0,8.0,,0.0,Mobile,Credit,Direct,5.79,2.61017487762667,0.0,0.153447089401374,S0009604,8,False,0
6622,46.0,1.0,5.0,410.834,23.0,4.0,14.0,morning,1.0,Mobile,Cash,Direct,4.88,2.64733329144956,1.0,-0.739927473639309,S0009605,63,False,0
6623,42.0,0.0,4.0,882.438,24.0,2.0,2.0,evening,0.0,Desktop,Cash,Search_engine,3.96,3.73963397637537,2.0,-0.946156606159235,S0009606,14,False,1
6624,,1.0,5.0,146.543,32.0,4.0,3.0,evening,0.0,Mobile,Credit,Direct,7.04,4.02301740257306,5.0,0.959013545485523,S0009609,24,False,1
6626,19.0,1.0,2.0,848.577,31.0,1.0,4.0,morning,1.0,Desktop,PayPal,Email,5.8,0.727517231945277,1.0,-0.0192756689698026,S0009612,49,True,0
6627,19.0,0.0,6.0,52.972,35.0,2.0,2.0,afternoon,0.0,Desktop,Bank,Direct,2.11,2.12104349174237,2.0,0.197398767352499,S0009613,22,False,1
6628,25.0,0.0,2.0,974.055,37.0,0.0,2.0,evening,1.0,Desktop,Cash,Ads,3.98,,5.0,-0.649625363865399,S0009616,3,False,0
6629,21.0,0.0,4.0,128.878,40.0,0.0,,morning,0.0,Mobile,Cash,Search_engine,3.86,2.20187021970909,1.0,0.768634378452605,S0009619,40,True,0
6630,29.0,0.0,2.0,640.769,24.0,1.0,7.0,evening,1.0,Tablet,Bank,Email,4.52,2.21534076514538,3.0,-0.862787991827919,S0009621,40,True,0
6631,29.0,1.0,2.0,516.136,42.0,0.0,2.0,morning,0.0,Mobile,Bank,Search_engine,5.83,1.81398185434524,4.0,-0.389315494131508,S0009622,9,False,0
6632,,1.0,4.0,703.715,21.0,3.0,,afternoon,1.0,Desktop,Credit,Social_media,6.47,5.06441991434841,5.0,0.984790823385764,S0009623,15,False,1
6633,45.0,0.0,3.0,406.967,14.0,0.0,1.0,afternoon,0.0,Desktop,PayPal,Search_engine,1.61,3.8517145124118,6.0,-0.579511542987717,S0009624,59,False,1
6634,,0.0,3.0,883.834,2.0,1.0,4.0,afternoon,1.0,Desktop,Bank,Search_engine,12.8,1.76981505664846,0.0,-0.918232239986103,S0009625,3,False,0
6635,27.0,0.0,0.0,349.145,,1.0,1.0,morning,0.0,Tablet,Credit,Ads,4.54,3.82311269368118,,0.520459100886038,S0009626,58,False,0
6636,24.0,0.0,2.0,733.629,37.0,4.0,1.0,afternoon,1.0,Tablet,Credit,Search_engine,3.42,2.38551038379648,2.0,0.0834407014787064,S0009627,11,False,0
6637,23.0,0.0,1.0,409.394,48.0,3.0,2.0,afternoon,1.0,Desktop,Cash,Social_media,1.03,0.822021058185324,5.0,-0.68380342021482,S0009630,24,False,0
6638,18.0,1.0,2.0,607.239,46.0,2.0,4.0,afternoon,1.0,Mobile,Cash,Direct,0.44,4.04241311458148,6.0,0.732521872194492,S0009631,3,False,0
6639,27.0,1.0,5.0,898.327,30.0,4.0,4.0,morning,0.0,Desktop,Cash,Email,1.44,0.178636324746183,0.0,-0.350801540474068,S0009632,11,False,0
6640,,0.0,2.0,193.693,49.0,0.0,1.0,morning,1.0,Desktop,Bank,Direct,10.67,,1.0,-0.97254877623836,S0009633,69,False,1
6641,19.0,1.0,2.0,577.224,6.0,1.0,1.0,afternoon,0.0,Tablet,PayPal,Ads,1.89,1.21793206675955,3.0,0.606835754807427,S0009635,18,False,1
6642,29.0,0.0,1.0,83.533,37.0,1.0,2.0,evening,1.0,Desktop,PayPal,Email,3.93,2.25715543456615,5.0,-0.997433036856247,S0009637,26,True,1
6643,,0.0,5.0,840.403,14.0,0.0,1.0,morning,0.0,Desktop,Bank,Direct,1.79,1.2900668178442,6.0,0.421260080319459,S0009638,26,True,1
6644,18.0,0.0,5.0,152.05,15.0,2.0,,morning,0.0,Mobile,Bank,Email,5.44,3.28373069743183,0.0,0.829133382241904,S0009639,67,False,1
6645,35.0,0.0,1.0,108.877,40.0,1.0,2.0,afternoon,0.0,Desktop,Cash,Email,12.77,1.0310949673033,1.0,-0.232320794396738,S0009640,48,True,0
6646,19.0,1.0,3.0,852.163,35.0,0.0,3.0,morning,1.0,Mobile,Credit,Search_engine,,2.05666542260106,2.0,-0.216764638743757,S0009641,66,False,0
6647,23.0,1.0,1.0,739.985,33.0,4.0,1.0,afternoon,0.0,Mobile,Credit,Email,1.66,0.795391309403388,4.0,-0.266320153170222,S0009643,1,False,0
6648,21.0,1.0,1.0,972.505,27.0,4.0,2.0,morning,1.0,Desktop,Credit,Search_engine,9.5,0.2484906649788,5.0,-0.581832843823383,S0009644,25,True,1
6649,19.0,1.0,3.0,494.873,35.0,2.0,2.0,evening,0.0,Tablet,Cash,Social_media,2.18,3.55934711246881,6.0,0.704266510216553,S0009645,27,True,1
6650,31.0,1.0,8.0,5785.47229004744,25.0,3.0,0.0,evening,0.0,Desktop,Bank,Social_media,1.87,1.02684330091716,1.0,0.882385274082802,S0009647,17,False,1
6651,24.0,0.0,6.0,277.183,38.0,4.0,0.0,morning,0.0,Tablet,PayPal,Ads,10.01,1.67279351478156,2.0,0.304018232513041,S0009648,20,False,1
6652,61.0,0.0,5.0,64.542,34.0,3.0,3.0,morning,0.0,Desktop,Cash,Ads,3.74,5.0614823603501,3.0,-0.429621890199096,S0009649,28,True,1
6653,30.0,0.0,4.0,549.02,22.0,4.0,3.0,afternoon,1.0,Tablet,Credit,Email,8.25,3.84688780313671,4.0,-0.792450021149524,S0009650,55,False,1
6654,,1.0,3.0,869.049,13.0,4.0,4.0,morning,0.0,Tablet,Bank,Email,1.51,2.68132263973417,5.0,-0.9154441613094,S0009651,36,True,0
6655,29.0,0.0,5.0,288.648,20.0,1.0,2.0,evening,1.0,Tablet,Bank,Search_engine,2.07,0.323617652781142,6.0,-0.322185070477681,S0009652,18,False,1
6656,,0.0,4.0,406.561,25.0,1.0,3.0,afternoon,0.0,Mobile,Bank,Email,4.54,0.494566792537331,2.0,-0.560983727228592,S0009655,49,True,0
6657,,1.0,1.0,51.487,11.0,4.0,1.0,morning,0.0,Mobile,PayPal,Direct,11.68,1.82240040732676,3.0,0.27751233267049,S0009656,37,True,0
6658,35.0,1.0,3.0,74.209,34.0,1.0,6.0,evening,0.0,Desktop,PayPal,Social_media,7.58,4.90482375677774,4.0,-0.831126035728307,S0009657,67,False,0
6659,24.0,1.0,4.0,907.272,3.0,0.0,1.0,afternoon,1.0,Mobile,Cash,Email,2.48,3.91202300542815,5.0,0.138075008778873,S0009658,57,False,1
6660,32.0,0.0,7.0,204.98,47.0,2.0,0.0,morning,0.0,Tablet,Credit,Email,3.61,1.18650127176156,0.0,-0.92406907369669,S0009660,58,False,1
6661,65.0,1.0,3.0,689.167,41.0,4.0,6.0,evening,0.0,Desktop,Credit,Email,5.14,1.28296322261398,2.0,0.554651194931625,S0009662,65,False,0
6662,29.0,0.0,3.0,139.563,32.0,0.0,1.0,morning,1.0,Mobile,Cash,Search_engine,7.31,2.41532091106444,4.0,0.994955966708443,S0009664,38,True,1
6663,19.0,1.0,3.0,521.192,38.0,2.0,2.0,evening,0.0,Mobile,PayPal,Search_engine,6.79,2.16261920334703,6.0,-0.629397185948956,S0009666,34,True,0
6664,21.0,0.0,6.0,879.975,45.0,2.0,3.0,morning,0.0,Mobile,Bank,Direct,7.81,1.01881172641308,0.0,-0.981468923877124,S0009667,3,False,0
6665,42.0,0.0,3.0,451.793,36.0,1.0,5.0,morning,1.0,Mobile,Bank,Email,0.0,3.39349415900954,2.0,-0.0331240573110742,S0009669,57,False,0
6666,,1.0,0.0,937.813,35.0,0.0,0.0,morning,1.0,Desktop,Cash,Email,3.01,4.15908670744789,3.0,0.965238120148222,S0009670,38,True,1
6667,,1.0,1.0,144.765,22.0,2.0,1.0,afternoon,0.0,Desktop,PayPal,Email,10.23,2.33125964128114,4.0,0.982282976903157,S0009671,68,False,1
6668,24.0,0.0,2.0,224.606,41.0,4.0,5.0,afternoon,1.0,Mobile,Bank,Search_engine,11.6,1.89154480305772,0.0,-0.0881449614405079,S0009674,3,False,0
6669,18.0,1.0,1.0,39.043,31.0,0.0,10.0,morning,1.0,Mobile,Cash,Social_media,8.47,3.92891418331804,2.0,0.826317277290909,S0009676,69,False,0
6670,,1.0,4.0,587.404,2.0,1.0,3.0,morning,0.0,Mobile,Bank,Ads,4.55,3.52909097027353,3.0,0.938281940178478,S0009677,44,True,1
6671,40.0,1.0,1.0,260.695,40.0,2.0,6.0,evening,0.0,Mobile,Bank,Search_engine,10.15,3.88099735973148,4.0,0.940774554654833,S0009678,36,True,0
6672,19.0,0.0,4.0,345.873,44.0,0.0,2.0,morning,0.0,Mobile,Cash,Search_engine,9.63,2.7456760844563,5.0,0.357519739404679,S0009679,37,True,0
6673,33.0,0.0,5.0,729.122,,4.0,5.0,afternoon,1.0,Mobile,Credit,Email,3.32,0.561273263118333,0.0,0.327755362962747,S0009681,50,True,0
6674,21.0,0.0,4.0,27.008,21.0,0.0,1.0,afternoon,0.0,Mobile,Bank,Search_engine,6.06,2.28540183565642,2.0,0.997526326841294,S0009683,44,True,1
6675,27.0,0.0,3.0,170.993,11.0,2.0,5.0,morning,1.0,Desktop,Credit,Search_engine,4.89,1.99025307642265,4.0,-0.0747633256170063,S0009685,61,False,0
6676,18.0,0.0,4.0,910.873,16.0,0.0,4.0,afternoon,0.0,Desktop,Credit,Search_engine,2.64,0.0971962480872334,5.0,0.332141534693647,S0009686,51,False,0
6677,24.0,0.0,6.0,651.758,25.0,1.0,1.0,,1.0,Mobile,Cash,Social_media,8.63,3.61913874560745,0.0,-0.996764658316887,S0009688,66,False,1
6678,19.0,1.0,2.0,,41.0,1.0,2.0,morning,0.0,Mobile,Cash,Social_media,3.03,2.45909352146429,1.0,0.270495882399041,S0009689,50,True,0
6679,,1.0,4.0,27.052,15.0,0.0,3.0,evening,0.0,Mobile,Bank,Ads,7.25,0.279735568980092,3.0,0.997695175852148,S0009691,21,False,1
6680,21.0,1.0,4.0,,43.0,2.0,2.0,afternoon,0.0,Mobile,Cash,Direct,2.87,4.16004549088512,4.0,,S0009692,24,False,0
6681,21.0,0.0,5.0,447.016,17.0,4.0,8.0,morning,,Desktop,Credit,Search_engine,7.91,3.25020483850515,5.0,-0.294105035955789,S0009693,33,True,0
6682,20.0,1.0,3.0,573.121,10.0,0.0,0.0,evening,1.0,Mobile,PayPal,Direct,1.8,0.189095512748494,6.0,0.411527128621547,S0009694,43,True,1
6683,65.0,1.0,2.0,911.055,20.0,4.0,7.0,evening,1.0,Mobile,Bank,Social_media,0.02,0.0497673374242057,0.0,0.341661493036562,S0009695,49,True,0
6684,53.0,0.0,0.0,699.523,41.0,0.0,7.0,afternoon,0.0,Desktop,PayPal,Search_engine,8.08,1.05119332963698,1.0,,S0009696,48,True,0
6685,53.0,1.0,2.0,143.494,5.0,3.0,1.0,afternoon,1.0,Desktop,Cash,Ads,8.96,1.32924503965299,2.0,0.99305698876187,S0009697,26,True,1
6686,34.0,0.0,3.0,651.023,38.0,2.0,4.0,evening,0.0,Desktop,Bank,Email,8.86,1.92351992891159,4.0,-0.999214876784298,S0009699,42,True,0
6687,18.0,1.0,2.0,580.96,3.0,1.0,4.0,morning,0.0,Mobile,PayPal,Search_engine,4.37,3.47337552467722,2.0,0.757600469275933,S0009704,25,True,0
6688,58.0,0.0,1.0,813.989,6.0,4.0,6.0,morning,0.0,Mobile,Bank,Ads,3.75,0.260628325311221,3.0,0.945560953934947,S0009705,16,False,0
6690,25.0,1.0,9.0,122.999,20.0,3.0,5.0,morning,1.0,Desktop,Credit,Email,9.65,1.83774787031477,5.0,0.522766060148374,S0009707,43,True,0
6691,26.0,0.0,2.0,110.349,4.0,4.0,2.0,evening,0.0,Desktop,Cash,Ads,3.93,2.73117545683171,0.0,-0.152092744567655,S0009709,15,False,1
6692,23.0,1.0,4.0,376.828,34.0,2.0,1.0,morning,1.0,Desktop,Bank,Direct,14.06,4.1760921811009,2.0,0.870520849537295,S0009711,41,True,1
6693,65.0,0.0,2.0,402.235,11.0,0.0,2.0,morning,1.0,Mobile,Bank,Search_engine,1.43,1.41390062032003,4.0,-0.347815684550416,S0009713,56,False,1
6694,27.0,0.0,0.0,217.364,47.0,2.0,4.0,morning,1.0,Mobile,Credit,Social_media,9.33,0.0858091888229678,5.0,-0.47114888463411,S0009714,42,True,0
6695,20.0,1.0,5.0,,32.0,2.0,1.0,morning,0.0,Mobile,Bank,Email,7.16,5.06140806714244,6.0,-0.0966093189007583,S0009715,49,True,1
6696,24.0,0.0,4.0,460.301,20.0,4.0,2.0,afternoon,1.0,Mobile,PayPal,Direct,2.6,1.73819294542883,1.0,0.425520111328629,S0009717,65,False,0
6697,40.0,0.0,6.0,223.689,0.0,1.0,3.0,morning,0.0,Mobile,Credit,Social_media,7.3,3.15357998891095,3.0,-0.138754806784605,S0009719,2,False,0
6698,,1.0,,711.424,38.0,1.0,1.0,,1.0,Tablet,PayPal,Search_engine,4.12,5.30488509780301,5.0,0.968003601134068,S0009721,9,False,1
6699,40.0,1.0,3.0,953.148,27.0,0.0,4.0,evening,1.0,Desktop,Bank,Email,0.0,1.41475821095104,6.0,0.438930865566975,S0009722,14,False,0
6700,31.0,0.0,1.0,423.633,28.0,2.0,2.0,morning,0.0,Desktop,,Direct,7.92,3.52907465882039,2.0,-0.999641484482544,S0009725,51,False,1
6701,32.0,0.0,3.0,913.977,30.0,1.0,1.0,evening,0.0,Tablet,Cash,Social_media,2.84,3.73689344536466,4.0,0.489065048685484,S0009727,36,True,1
6702,34.0,1.0,5.0,99.823,13.0,2.0,2.0,evening,1.0,Desktop,Cash,Email,0.0,4.39063334941055,,-0.672412311806128,S0009728,49,True,1
6703,21.0,1.0,3.0,66.645,34.0,1.0,8.0,afternoon,0.0,Desktop,PayPal,Ads,11.53,1.63614268082662,1.0,-0.531954733042098,S0009731,59,False,0
6704,26.0,0.0,0.0,252.072,13.0,2.0,4.0,morning,0.0,Desktop,Cash,Direct,3.53,3.22191883275313,2.0,0.991146378260893,S0009732,42,True,0
6705,23.0,1.0,2.0,996.326,33.0,1.0,3.0,afternoon,0.0,Desktop,Bank,Search_engine,7.54,4.03111480875718,3.0,-0.931029342807215,S0009733,14,False,1
6706,34.0,1.0,1.0,723.391,46.0,2.0,5.0,evening,0.0,Tablet,Bank,Email,3.89,2.54731798698642,4.0,0.607028199408879,S0009734,3,False,0
6707,18.0,1.0,1.0,,14.0,4.0,2.0,morning,1.0,Desktop,PayPal,Search_engine,3.9,0.593365264890819,5.0,0.906698345641968,S0009735,65,False,1
6708,28.0,1.0,0.0,222.933,29.0,1.0,5.0,evening,1.0,Desktop,PayPal,Ads,0.34,2.47628063102706,6.0,-0.180213939732614,S0009736,2,False,0
6709,27.0,1.0,0.0,944.623,32.0,3.0,,morning,1.0,Mobile,PayPal,Direct,6.84,2.00395714881564,0.0,0.800434392577685,S0009737,44,True,0
6710,25.0,1.0,4.0,556.575,16.0,,0.0,afternoon,1.0,Tablet,PayPal,Social_media,0.0,1.4706190903499,1.0,-0.475113664548122,S0009738,47,True,1
6711,19.0,1.0,3.0,890.616,44.0,4.0,1.0,morning,1.0,Desktop,Bank,Search_engine,3.34,3.55698305548912,2.0,-0.708108484254545,S0009739,50,True,1
6712,23.0,0.0,3.0,36.384,39.0,4.0,2.0,morning,0.0,Tablet,Credit,Direct,1.14,2.56867469270287,3.0,0.900213393194417,S0009740,40,True,1
6713,38.0,0.0,3.0,710.97,16.0,3.0,9.0,afternoon,0.0,Tablet,PayPal,Email,2.1,0.168364791499324,4.0,0.97402421479143,S0009741,60,False,0
6714,19.0,0.0,4.0,564.126,,1.0,4.0,morning,1.0,Mobile,Cash,Direct,5.25,1.41475821095104,5.0,-0.0755212290188632,S0009742,36,True,0
6715,36.0,1.0,3.0,224.674,28.0,2.0,0.0,afternoon,1.0,Mobile,PayPal,Search_engine,9.16,3.32980782998038,6.0,-0.0843812680334487,S0009743,43,True,1
6716,21.0,1.0,1.0,762.925,29.0,4.0,3.0,afternoon,0.0,Desktop,PayPal,Social_media,3.14,4.75374899064819,1.0,-0.999641474683264,S0009745,16,False,0
6717,18.0,0.0,3.0,22.5,32.0,3.0,6.0,morning,0.0,Mobile,Cash,Search_engine,4.28,4.11333645780905,2.0,0.948984619355586,S0009746,61,False,0
6718,20.0,0.0,1.0,339.607,6.0,3.0,,morning,1.0,Desktop,Credit,Ads,3.74,2.01203156669367,3.0,0.0174987408573459,S0009747,61,False,0
6720,56.0,0.0,3.0,693.298,40.0,3.0,1.0,afternoon,1.0,Mobile,Credit,Email,2.48,0.273232613496032,6.0,0.729399489193205,S0009750,65,False,0
6721,50.0,1.0,,243.463,48.0,2.0,2.0,morning,0.0,Tablet,PayPal,Email,2.98,,0.0,0.818819530278575,S0009751,29,True,1
6722,24.0,0.0,4.0,738.303,44.0,1.0,4.0,,1.0,Tablet,Credit,Direct,8.17,6.07866518780845,2.0,-0.175219621850065,S0009753,10,False,1
6723,26.0,1.0,2.0,441.58,21.0,1.0,9.0,evening,0.0,Mobile,PayPal,Direct,2.18,4.07933954383793,,-0.565070751873194,S0009754,57,False,0
6724,24.0,1.0,2.0,716.816,40.0,2.0,6.0,afternoon,1.0,Desktop,PayPal,Email,6.33,1.70179839803015,4.0,0.850846015492039,S0009755,70,False,0
6725,30.0,1.0,3.0,409.934,20.0,3.0,11.0,evening,0.0,Mobile,PayPal,Ads,6.03,,6.0,-0.705382436850854,S0009757,41,True,0
6726,,1.0,3.0,902.636,28.0,1.0,,evening,0.0,Mobile,PayPal,Direct,0.79,2.65995504882331,0.0,-0.118757083035382,S0009758,63,False,0
6727,21.0,0.0,3.0,691.226,11.0,4.0,4.0,afternoon,0.0,Tablet,Credit,Email,2.62,0.940300028923391,2.0,0.64600000494856,S0009760,1,False,0
6728,22.0,0.0,1.0,736.974,41.0,0.0,1.0,afternoon,0.0,Desktop,Cash,Ads,1.14,4.31912072827446,3.0,-0.102117186990606,S0009761,35,True,1
6729,22.0,0.0,5.0,51.773,11.0,0.0,1.0,evening,1.0,Desktop,Cash,Direct,2.91,2.05216394810628,,0.262213139445658,S0009762,57,False,1
6730,44.0,0.0,2.0,967.701,41.0,4.0,1.0,evening,0.0,Desktop,PayPal,Direct,5.33,1.44500169603854,6.0,-0.346738422260534,S0009764,19,False,1
6731,27.0,1.0,7.0,752.667,14.0,0.0,2.0,morning,0.0,Mobile,Cash,Email,4.59,2.27542275935322,0.0,-0.827212705114603,S0009765,50,True,0
6732,,1.0,4.0,967.543,49.0,3.0,4.0,evening,0.0,Desktop,Cash,Email,2.9,4.17472669693882,1.0,-0.338491949237986,S0009766,42,True,0
6733,25.0,1.0,3.0,270.142,15.0,2.0,2.0,afternoon,1.0,Desktop,Bank,Email,10.8,2.52879597989211,4.0,0.644274573698651,S0009769,38,True,1
6734,34.0,0.0,6.0,395.073,10.0,3.0,11.0,evening,0.0,Mobile,Cash,Search_engine,4.98,4.96752611817583,6.0,0.0426356473819465,S0009771,49,True,0
6735,35.0,0.0,3.0,843.982,12.0,4.0,6.0,afternoon,1.0,Mobile,PayPal,Email,3.69,0.0871341765337918,3.0,0.233816272866383,S0009775,66,False,0
6736,41.0,0.0,1.0,362.697,40.0,3.0,10.0,evening,1.0,Tablet,Bank,Direct,6.61,3.73002405657312,5.0,,S0009777,22,False,0
6737,29.0,1.0,0.0,,6.0,2.0,0.0,evening,0.0,Mobile,Cash,Direct,4.53,3.73094852230748,1.0,-0.388156232078085,S0009780,41,True,1
6738,27.0,0.0,5.0,909.776,,2.0,11.0,morning,0.0,Desktop,Cash,Search_engine,4.03,1.05117315484774,2.0,0.274075878404999,S0009781,23,False,0
6739,46.0,0.0,0.0,701.865,8.0,4.0,1.0,evening,0.0,Mobile,Credit,Social_media,3.68,0.253170462310566,5.0,0.96176847642149,S0009784,32,True,0
6740,21.0,0.0,6.0,118.105,47.0,0.0,4.0,evening,1.0,Desktop,Credit,Social_media,2.04,0.418059733897056,6.0,0.274628746008821,S0009785,7,False,1
6741,31.0,1.0,4.0,598.994,11.0,4.0,1.0,evening,0.0,Desktop,Bank,Email,1.71,1.00857086250623,0.0,0.958037288153825,S0009786,63,False,1
6742,,1.0,4.0,63.054,41.0,1.0,2.0,afternoon,0.0,Mobile,Cash,Ads,9.72,3.77971782002845,1.0,-0.353591015014098,S0009787,70,False,1
6743,41.0,1.0,3.0,570.035,42.0,3.0,0.0,evening,1.0,Desktop,PayPal,Social_media,2.87,0.51903487584246,2.0,,S0009788,47,True,1
6744,29.0,1.0,8.0,745.84,46.0,2.0,3.0,morning,0.0,Mobile,PayPal,Direct,15.4,3.64396666037767,3.0,-0.560385402924077,S0009789,65,False,0
6745,40.0,0.0,2.0,3870.29891008274,38.0,0.0,2.0,afternoon,0.0,Desktop,PayPal,Email,6.6,1.05507392003128,4.0,0.98233838091814,S0009790,68,False,0
6746,20.0,0.0,3.0,133.183,32.0,3.0,10.0,evening,0.0,,Bank,Social_media,4.53,3.06741864427172,5.0,0.898293511473361,S0009791,56,False,0
6747,30.0,,1.0,164.258,21.0,3.0,1.0,morning,1.0,Mobile,Bank,Email,1.51,4.03534163481046,0.0,0.294883424899173,S0009793,61,False,1
6748,65.0,0.0,3.0,286.62,6.0,4.0,3.0,evening,0.0,Desktop,Credit,Search_engine,2.12,2.91011762092406,3.0,-0.213708958828577,S0009796,22,False,0
6749,18.0,0.0,7.0,79.086,27.0,0.0,3.0,afternoon,0.0,Desktop,Credit,Email,1.87,2.58068974380888,4.0,-0.949636560547482,S0009797,65,False,1
6750,,1.0,4.0,846.209,20.0,1.0,0.0,afternoon,1.0,Desktop,Bank,Search_engine,7.99,2.60655627653172,5.0,0.112042934408677,S0009798,65,False,0
6751,,1.0,6.0,319.823,17.0,1.0,2.0,afternoon,0.0,,Cash,Email,5.14,1.15624320332107,6.0,-0.882716196259448,S0009799,27,True,1
6752,28.0,0.0,4.0,909.727,1.0,2.0,0.0,afternoon,0.0,Desktop,Bank,Ads,3.49,2.48758621162412,1.0,0.271456883039422,S0009801,17,False,1
6753,29.0,0.0,7.0,757.368,3.0,3.0,13.0,evening,0.0,Mobile,PayPal,Email,5.22,4.30988528990989,6.0,-0.944245535885153,S0009806,65,False,0
6754,31.0,1.0,2.0,495.836,23.0,1.0,4.0,morning,0.0,Desktop,Credit,Direct,7.73,1.89433726551071,0.0,0.665295414017098,S0009807,32,True,0
